#WordCnt                     T64
#BeginData
0x0070        0x0000000000000000
0x0071        0x0000000000000000
0x0072        0x0000000000000000
0x0073        0x0000000000000000
0x0074        0x0000000000000000
0x0075        0x0000000000000000
0x0076        0x0000000000000000
0x0077        0x0000000000000000
0x0078        0x0000000000000000
0x0079        0x0000000000000000
0x007a        0x0000000000000000
0x007b        0x0000000000000000
0x007c        0x0000000000000000
0x007d        0x0000000000000000
0x007e        0x0000000000000000
0x007f        0x0000000000000000
0x0080        0x0000000000000000
0x0081        0x0000000000000000
0x0082        0x0000000000000000
0x0083        0x0000000000000000
0x0084        0x0000000000000000
0x0085        0x0000000000000000
0x0086        0x0000000000000000
0x0087        0x0000000000000000
0x0088        0x0000000000000000
0x0089        0x0000000000000000
0x008a        0x0000000000000000
0x008b        0x0000000000000000
0x008c        0x0000000000000000
0x008d        0x0000000000000000
0x008e        0x0000000000000000
0x008f        0x0000000000000000
0x0090        0x0000000000000000
0x0091        0x0000000000000000
0x0092        0x0000000000000000
0x0093        0x0000000000000000
0x0094        0x0000000000000000
0x0095        0x0000000000000000
0x0096        0x0000000000000000
0x0097        0x0000000000000000
0x0098        0x0000000000000000
0x0099        0x0000000000000000
0x009a        0x0000000000000000
0x009b        0x0000000000000000
0x009c        0x0000000000000000
0x009d        0x0000000000000000
0x009e        0x0000000000000000
0x009f        0x0000000000000000
0x00a0        0x0000000000000000
0x00a1        0x0000000000000000
0x00a2        0x0000000000000000
0x00a3        0x0000000000000000
0x00a4        0x0000000000000000
0x00a5        0x0000000000000000
0x00a6        0x0000000000000000
0x00a7        0x0000000000000000
0x00a8        0x0000000000000000
0x00a9        0x0000000000000000
0x00aa        0x0000000000000000
0x00ab        0x0000000000000000
0x00ac        0x0000000000000000
0x00ad        0x0000000000000000
0x00ae        0x0000000000000000
0x00af        0x0000000000000000
0x00b0        0x0000000000000000
0x00b1        0x0000000000000000
0x00b2        0x0000000000000000
0x00b3        0x0000000000000000
0x00b4        0x0000000000000000
0x00b5        0x0000000000000000
0x00b6        0x0000000000000000
0x00b7        0x0000000000000000
0x00b8        0x0000000000000000
0x00b9        0x0000000000000000
0x00ba        0x0000000000000000
0x00bb        0x0000000000000000
0x00bc        0x0000000000000000
0x00bd        0x0000000000000000
0x00be        0x0000000000000000
0x00bf        0x0000000000000000
0x00c0        0x0000000000000000
0x00c1        0x0000000000000000
0x00c2        0x0000000000000000
0x00c3        0x0000000000000000
0x00c4        0x0000000000000000
0x00c5        0x0000000000000000
0x00c6        0x0000000000000000
0x00c7        0x0000000000000000
0x00c8        0x0000000000000000
0x00c9        0x0000000000000000
0x00ca        0x0000000000000000
0x00cb        0x0000000000000000
0x00cc        0x0000000000000000
0x00cd        0x0000000000000000
0x00ce        0x0000000000000000
0x00cf        0x0000000000000000
0x00d0        0x0000000000000000
0x00d1        0x0000000000000000
0x00d2        0x0000000000000000
0x00d3        0x0000000000000000
0x00d4        0x0000000000000000
0x00d5        0x0000000000000000
0x00d6        0x0000000000000000
0x00d7        0x0000000000000000
0x00d8        0x0000000000000000
0x00d9        0x0000000000000000
0x00da        0x0000000000000000
0x00db        0x0000000000000000
0x00dc        0x0000000000000000
0x00dd        0x0000000000000000
0x00de        0x0000000000000000
0x00df        0x0000000000000000
0x00e0        0x0000000000000000
0x00e1        0x0000000000000000
0x00e2        0x0000000000000000
0x00e3        0x0000000000000000
0x00e4        0x0000000000000000
0x00e5        0x0000000000000000
0x00e6        0x0000000000000000
0x00e7        0x0000000000000000
0x00e8        0x0000000000000000
0x00e9        0x0000000000000000
0x00ea        0x0000000000000000
0x00eb        0x0000000000000000
0x00ec        0x0000000000000000
0x00ed        0x0000000000000000
0x00ee        0x0000000000000000
0x00ef        0x0000000000000000
0x00f0        0x0000000000000000
0x00f1        0x0000000000000000
0x00f2        0x0000000000000000
0x00f3        0x0000000000000000
0x00f4        0x0000000000000000
0x00f5        0x0000000000000000
0x00f6        0x0000000000000000
0x00f7        0x0000000000000000
0x00f8        0x0000000000000000
0x00f9        0x0000000000000000
0x00fa        0x0000000000000000
0x00fb        0x0000000000000000
0x00fc        0x0000000000000000
0x00fd        0x0000000000000000
0x00fe        0x0000000000000000
0x00ff        0x0000000000000000
0x0100        0x0000000000000000
0x0101        0x0000000000000000
0x0102        0x0000000000000000
0x0103        0x0000000000000000
0x0104        0x0000000000000000
0x0105        0x0000000000000000
0x0106        0x0000000000000000
0x0107        0x0000000000000000
0x0108        0x0000000000000000
0x0109        0x0000000000000000
0x010a        0x0000000000000000
0x010b        0x0000000000000000
0x010c        0x0000000000000000
0x010d        0x0000000000000000
0x010e        0x0000000000000000
0x010f        0x0000000000000000
0x0110        0x0000000000000000
0x0111        0x0000000000000000
0x0112        0x0000000000000000
0x0113        0x0000000000000000
0x0114        0x0000000000000000
0x0115        0x0000000000000000
0x0116        0x0000000000000000
0x0117        0x0000000000000000
0x0118        0x0000000000000000
0x0119        0x0000000000000000
0x011a        0x0000000000000000
0x011b        0x0000000000000000
0x011c        0x0000000000000000
0x011d        0x0000000000000000
0x011e        0x0000000000000000
0x011f        0x0000000000000000
0x0120        0x0000000000000000
0x0121        0x0000000000000000
0x0122        0x0000000000000000
0x0123        0x0000000000000000
0x0124        0x0000000000000000
0x0125        0x0000000000000000
0x0126        0x0000000000000000
0x0127        0x0000000000000000
0x0128        0x0000000000000000
0x0129        0x0000000000000000
0x012a        0x0000000000000000
0x012b        0x0000000000000000
0x012c        0x0000000000000000
0x012d        0x0000000000000000
0x012e        0x0000000000000000
0x012f        0x0000000000000000
0x0130        0x0000000000000000
0x0131        0x0000000000000000
0x0132        0x0000000000000000
0x0133        0x0000000000000000
0x0134        0x0000000000000000
0x0135        0x0000000000000000
0x0136        0x0000000000000000
0x0137        0x0000000000000000
0x0138        0x0000000000000000
0x0139        0x0000000000000000
0x013a        0x0000000000000000
0x013b        0x0000000000000000
0x013c        0x0000000000000000
0x013d        0x0000000000000000
0x013e        0x0000000000000000
0x013f        0x0000000000000000
0x0140        0x0000000000000000
0x0141        0x0000000000000000
0x0142        0x0000000000000000
0x0143        0x0000000000000000
0x0144        0x0000000000000000
0x0145        0x0000000000000000
0x0146        0x0000000000000000
0x0147        0x0000000000000000
0x0148        0x0000000000000000
0x0149        0x0000000000000000
0x014a        0x0000000000000000
0x014b        0x0000000000000000
0x014c        0x0000000000000000
0x014d        0x0000000000000000
0x014e        0x0000000000000000
0x014f        0x0000000000000000
0x0150        0x0000000000000000
0x0151        0x0000000000000000
0x0152        0x0000000000000000
0x0153        0x0000000000000000
0x0154        0x0000000000000000
0x0155        0x0000000000000000
0x0156        0x0000000000000000
0x0157        0x0000000000000000
0x0158        0x0000000000000000
0x0159        0x0000000000000000
0x015a        0x0000000000000000
0x015b        0x0000000000000000
0x015c        0x0000000000000000
0x015d        0x00000105F3F41451
0x015e        0x0000000000000000
0x015f        0x00000F23988813B1
0x0160        0x0000000000000000
0x0161        0x00000EE260CC0801
0x0162        0x0000000000000000
0x0163        0x00000E046C940641
0x0164        0x0000000000000000
0x0165        0x0000025B35A40601
0x0166        0x0000000000000000
0x0167        0x00000F6F2CD804B1
0x0168        0x0000000000000000
0x0169        0x0000023E958E0471
0x016a        0x0000000000000000
0x016b        0x00000DD43DF40421
0x016c        0x0000000000000000
0x016d        0x0000018CF58203F1
0x016e        0x0000000000000000
0x016f        0x00000F02DC5A0371
0x0170        0x0000000000000000
0x0171        0x00000DD5482E0331
0x0172        0x0000000000000000
0x0173        0x0000025F7D6C02B1
0x0174        0x0000000000000000
0x0175        0x0000000000000000
0x0176        0x0000000000000000
0x0177        0x0000010FF41615F1
0x0178        0x0000000000000000
0x0179        0x00000F1F58941511
0x017a        0x0000000000000000
0x017b        0x00000EE0E17808B1
0x017c        0x0000000000000000
0x017d        0x00000E046C940641
0x017e        0x0000000000000000
0x017f        0x0000025B35A40601
0x0180        0x0000000000000000
0x0181        0x00000F6F2CD804B1
0x0182        0x0000000000000000
0x0183        0x0000023E958E0471
0x0184        0x0000000000000000
0x0185        0x00000DD43DF40421
0x0186        0x0000000000000000
0x0187        0x00000DD5482E0331
0x0188        0x0000000000000000
0x0189        0x0000025F7D6C02B1
0x018a        0x0000000000000000
0x018b        0x00000094218E01F1
0x018c        0x0000000000000000
0x018d        0x0000000000000000
0x018e        0x0000000000000000
0x018f        0x0000000000000000
0x0190        0x0000000000000000
0x0191        0x0000000000000000
0x0192        0x0000000000000000
0x0193        0x00000F4A29D221A1
0x0194        0x0000000000000000
0x0195        0x0000000883F41991
0x0196        0x0000000000000000
0x0197        0x0000001F4BD20DC1
0x0198        0x0000000000000000
0x0199        0x0000005F620C0A61
0x019a        0x0000000000000000
0x019b        0x000002111EAA0721
0x019c        0x0000000000000000
0x019d        0x000000DB02C206A1
0x019e        0x0000000000000000
0x019f        0x00000FDF52880531
0x01a0        0x0000000000000000
0x01a1        0x0000028FD1600521
0x01a2        0x0000000000000000
0x01a3        0x00000D31CE500491
0x01a4        0x0000000000000000
0x01a5        0x000001FBF3340461
0x01a6        0x0000000000000000
0x01a7        0x00000E7614380441
0x01a8        0x0000000000000000
0x01a9        0x00000DAF096C03A1
0x01aa        0x0000000000000000
0x01ab        0x0000000000000000
0x01ac        0x0000000000000000
0x01ad        0x00000F4729D221E1
0x01ae        0x0000000000000000
0x01af        0x0000002C04C221C1
0x01b0        0x0000000000000000
0x01b1        0x00000FF48D280C51
0x01b2        0x0000000000000000
0x01b3        0x00000056E2160AF1
0x01b4        0x0000000000000000
0x01b5        0x00000227DD8E0811
0x01b6        0x0000000000000000
0x01b7        0x00000D60CC7205B1
0x01b8        0x0000000000000000
0x01b9        0x0000028FD1600521
0x01ba        0x0000000000000000
0x01bb        0x00000E9C938E04B1
0x01bc        0x0000000000000000
0x01bd        0x000001FBF3340461
0x01be        0x0000000000000000
0x01bf        0x00000FEAD7BC0461
0x01c0        0x0000000000000000
0x01c1        0x00000EE53DDE0361
0x01c2        0x0000000000000000
0x01c3        0x0000013346AA02B1
0x01c4        0x0000000000000000
0x01c5        0x0000000000000000
0x01c6        0x0000000000000000
0x01c7        0x0000000000000000
0x01c8        0x0000000000000000
0x01c9        0x00000023852826D1
0x01ca        0x0000000000000000
0x01cb        0x00000EB922162611
0x01cc        0x0000000000000000
0x01cd        0x00000C87185A1AF1
0x01ce        0x0000000000000000
0x01cf        0x00000E2DB5D20FD1
0x01d0        0x0000000000000000
0x01d1        0x00000CF7856C0B71
0x01d2        0x0000000000000000
0x01d3        0x00000E0701B00871
0x01d4        0x0000000000000000
0x01d5        0x00000D20FAC206E1
0x01d6        0x0000000000000000
0x01d7        0x00000D92A8380691
0x01d8        0x0000000000000000
0x01d9        0x00000F8B97DE0441
0x01da        0x0000000000000000
0x01db        0x000000E241D20361
0x01dc        0x0000000000000000
0x01dd        0x00000D0B9FF40331
0x01de        0x0000000000000000
0x01df        0x00000ED5754A02F1
0x01e0        0x0000000000000000
0x01e1        0x0000000000000000
0x01e2        0x0000000000000000
0x01e3        0x0000002C052828D1
0x01e4        0x0000000000000000
0x01e5        0x00000EBA622E26A1
0x01e6        0x0000000000000000
0x01e7        0x00000C87185A1AF1
0x01e8        0x0000000000000000
0x01e9        0x00000E2275EA12B1
0x01ea        0x0000000000000000
0x01eb        0x00000D0E45EA0CA1
0x01ec        0x0000000000000000
0x01ed        0x00000E25020C08B1
0x01ee        0x0000000000000000
0x01ef        0x00000D92A8380691
0x01f0        0x0000000000000000
0x01f1        0x00000D0A3AAA0611
0x01f2        0x0000000000000000
0x01f3        0x00000D56DE2204E1
0x01f4        0x0000000000000000
0x01f5        0x00000F98593404D1
0x01f6        0x0000000000000000
0x01f7        0x00000212859A03B1
0x01f8        0x0000000000000000
0x01f9        0x0000019B293E0391
0x01fa        0x0000000000000000
0x01fb        0x0000000000000000
0x01fc        0x0000000000000000
0x01fd        0x0000000000000000
0x01fe        0x0000000000000000
0x01ff        0x00000E7049341841
0x0200        0x0000000000000000
0x0201        0x00000F626F600ED1
0x0202        0x0000000000000000
0x0203        0x00000DEF262E0D21
0x0204        0x0000000000000000
0x0205        0x00000D9412A00AC1
0x0206        0x0000000000000000
0x0207        0x00000DB63C380551
0x0208        0x0000000000000000
0x0209        0x00000EDCA94A0531
0x020a        0x0000000000000000
0x020b        0x00000EA7C5780511
0x020c        0x0000000000000000
0x020d        0x00000EDF4C7E0511
0x020e        0x0000000000000000
0x020f        0x00000D7346EE0431
0x0210        0x0000000000000000
0x0211        0x000001E3B9A40381
0x0212        0x0000000000000000
0x0213        0x000001F626380331
0x0214        0x0000000000000000
0x0215        0x00000156DAEE0331
0x0216        0x0000000000000000
0x0217        0x0000000000000000
0x0218        0x0000000000000000
0x0219        0x00000E7A491C1DB1
0x021a        0x0000000000000000
0x021b        0x00000F586EE41031
0x021c        0x0000000000000000
0x021d        0x00000E02E67E1011
0x021e        0x0000000000000000
0x021f        0x00000D9412A00AC1
0x0220        0x0000000000000000
0x0221        0x00000DB63C380551
0x0222        0x0000000000000000
0x0223        0x00000D34C57803F1
0x0224        0x0000000000000000
0x0225        0x000001E3B9A40381
0x0226        0x0000000000000000
0x0227        0x000001F626380331
0x0228        0x0000000000000000
0x0229        0x00000156DAEE0331
0x022a        0x0000000000000000
0x022b        0x00000FD6D07E02B1
0x022c        0x0000000000000000
0x022d        0x000001FBD0CC0271
0x022e        0x0000000000000000
0x022f        0x00000019BD600271
0x0230        0x0000000000000000
0x0231        0x0000000000000000
0x0232        0x0000000000000000
0x0233        0x0000000000000000
0x0234        0x0000000000000000
0x0235        0x00000188B9281651
0x0236        0x0000000000000000
0x0237        0x00000145F20C1161
0x0238        0x0000000000000000
0x0239        0x00000044526609B1
0x023a        0x0000000000000000
0x023b        0x00000230574A0861
0x023c        0x0000000000000000
0x023d        0x0000029B28880511
0x023e        0x0000000000000000
0x023f        0x000002BE87780381
0x0240        0x0000000000000000
0x0241        0x00000E5CBD8E0371
0x0242        0x0000000000000000
0x0243        0x0000010E5AC20371
0x0244        0x0000000000000000
0x0245        0x00000F60D79A0361
0x0246        0x0000000000000000
0x0247        0x00000D82CCE402F1
0x0248        0x0000000000000000
0x0249        0x0000022AD06602F1
0x024a        0x0000000000000000
0x024b        0x00000E9982500271
0x024c        0x0000000000000000
0x024d        0x0000000000000000
0x024e        0x0000000000000000
0x024f        0x0000016DB6B622F1
0x0250        0x0000000000000000
0x0251        0x0000003052880AF1
0x0252        0x0000000000000000
0x0253        0x00000222565A09C1
0x0254        0x0000000000000000
0x0255        0x0000015130500521
0x0256        0x0000000000000000
0x0257        0x0000029B28880511
0x0258        0x0000000000000000
0x0259        0x000002E0C96004A1
0x025a        0x0000000000000000
0x025b        0x00000D56CA440461
0x025c        0x0000000000000000
0x025d        0x00000E74FF8203A1
0x025e        0x0000000000000000
0x025f        0x0000010E5AC20371
0x0260        0x0000000000000000
0x0261        0x000002CE7F060231
0x0262        0x0000000000000000
0x0263        0x00000D9DDBF40231
0x0264        0x0000000000000000
0x0265        0x00000316DF120231
0x0266        0x0000000000000000
0x0267        0x0000000000000000
0x0268        0x0000000000000000
0x0269        0x0000000000000000
0x026a        0x0000000000000000
0x026b        0x000001A97BDE19D1
0x026c        0x0000000000000000
0x026d        0x00000DC4662E0901
0x026e        0x0000000000000000
0x026f        0x000000CFE5F40721
0x0270        0x0000000000000000
0x0271        0x00000D5997EA04A1
0x0272        0x0000000000000000
0x0273        0x00000CE6B4CC0481
0x0274        0x0000000000000000
0x0275        0x000003624A000341
0x0276        0x0000000000000000
0x0277        0x00000E2520E40331
0x0278        0x0000000000000000
0x0279        0x00000CF903060271
0x027a        0x0000000000000000
0x027b        0x00000DF908660271
0x027c        0x0000000000000000
0x027d        0x0000022C12000271
0x027e        0x0000000000000000
0x027f        0x000002FBD76C01F1
0x0280        0x0000000000000000
0x0281        0x000002A3A7C801F1
0x0282        0x0000000000000000
0x0283        0x0000000000000000
0x0284        0x0000000000000000
0x0285        0x000001A97BDE19D1
0x0286        0x0000000000000000
0x0287        0x00000DD125820A21
0x0288        0x0000000000000000
0x0289        0x000000CFE5F40721
0x028a        0x0000000000000000
0x028b        0x00000D5997EA04A1
0x028c        0x0000000000000000
0x028d        0x00000CE6B4CC0481
0x028e        0x0000000000000000
0x028f        0x000003624A000341
0x0290        0x0000000000000000
0x0291        0x00000CF903060271
0x0292        0x0000000000000000
0x0293        0x00000DF908660271
0x0294        0x0000000000000000
0x0295        0x0000022C12000271
0x0296        0x0000000000000000
0x0297        0x000002A3A7C801F1
0x0298        0x0000000000000000
0x0299        0x000003361CCC0121
0x029a        0x0000000000000000
0x029b        0x0000000000000000
0x029c        0x0000000000000000
0x029d        0x0000000000000000
0x029e        0x0000000000000000
0x029f        0x0000000000000000
0x02a0        0x0000000000000000
0x02a1        0x000000556CEE0D61
0x02a2        0x0000000000000000
0x02a3        0x000002D876CC0AC1
0x02a4        0x0000000000000000
0x02a5        0x000000488DC80951
0x02a6        0x0000000000000000
0x02a7        0x00000DDDF3DE04B1
0x02a8        0x0000000000000000
0x02a9        0x00000E4003A40491
0x02aa        0x0000000000000000
0x02ab        0x00000205F7120471
0x02ac        0x0000000000000000
0x02ad        0x00000EF63D280461
0x02ae        0x0000000000000000
0x02af        0x00000DF07A160461
0x02b0        0x0000000000000000
0x02b1        0x00000DC5CC000451
0x02b2        0x0000000000000000
0x02b3        0x000001BD4AA00371
0x02b4        0x0000000000000000
0x02b5        0x00000CF4C57802B1
0x02b6        0x0000000000000000
0x02b7        0x000000B1F30602B1
0x02b8        0x0000000000000000
0x02b9        0x0000000000000000
0x02ba        0x0000000000000000
0x02bb        0x0000005B2D4A0E11
0x02bc        0x0000000000000000
0x02bd        0x000002ADB6D80D61
0x02be        0x0000000000000000
0x02bf        0x00000042CDA40971
0x02c0        0x0000000000000000
0x02c1        0x00000DDDF62E05D1
0x02c2        0x0000000000000000
0x02c3        0x00000EBA7DB00571
0x02c4        0x0000000000000000
0x02c5        0x00000DF1CAA00561
0x02c6        0x0000000000000000
0x02c7        0x00000D4B86D80431
0x02c8        0x0000000000000000
0x02c9        0x000001E7C8B603C1
0x02ca        0x0000000000000000
0x02cb        0x00000222633E0361
0x02cc        0x0000000000000000
0x02cd        0x00000D1551F40231
0x02ce        0x0000000000000000
0x02cf        0x00000D541FF40231
0x02d0        0x0000000000000000
0x02d1        0x00000202D37801F1
0x02d2        0x0000000000000000
0x02d3        0x0000000000000000
0x02d4        0x0000000000000000
0x02d5        0x0000000000000000
0x02d6        0x0000000000000000
0x02d7        0x00000EE0FCFA1131
0x02d8        0x0000000000000000
0x02d9        0x00000E66ADD20A71
0x02da        0x0000000000000000
0x02db        0x00000D05F1B006E1
0x02dc        0x0000000000000000
0x02dd        0x00000D471E220671
0x02de        0x0000000000000000
0x02df        0x000001B4A9EA0661
0x02e0        0x0000000000000000
0x02e1        0x000001D6D1060521
0x02e2        0x0000000000000000
0x02e3        0x000001FBCC380481
0x02e4        0x0000000000000000
0x02e5        0x00000DA380CC0401
0x02e6        0x0000000000000000
0x02e7        0x00000DF605EA02F1
0x02e8        0x0000000000000000
0x02e9        0x000001957E0002F1
0x02ea        0x0000000000000000
0x02eb        0x00000E2DB79A02B1
0x02ec        0x0000000000000000
0x02ed        0x000000C7396002B1
0x02ee        0x0000000000000000
0x02ef        0x0000000000000000
0x02f0        0x0000000000000000
0x02f1        0x00000ED6FCE41261
0x02f2        0x0000000000000000
0x02f3        0x00000E5CAE220AE1
0x02f4        0x0000000000000000
0x02f5        0x000001D28F3E07A1
0x02f6        0x0000000000000000
0x02f7        0x00000D05F1B006E1
0x02f8        0x0000000000000000
0x02f9        0x00000D471E220671
0x02fa        0x0000000000000000
0x02fb        0x000001B4A9EA0661
0x02fc        0x0000000000000000
0x02fd        0x00000DC2C2C20531
0x02fe        0x0000000000000000
0x02ff        0x000001337BD20491
0x0300        0x0000000000000000
0x0301        0x00000E3A62000271
0x0302        0x0000000000000000
0x0303        0x0000027D785C0231
0x0304        0x0000000000000000
0x0305        0x0000000000000000
0x0306        0x0000000000000000
0x0307        0x0000000000000000
0x0308        0x0000000000000000
0x0309        0x0000000000000000
0x030a        0x0000000000000000
0x030b        0x0000000000000000
0x030c        0x0000000000000000
0x030d        0x0000020FE31C26C1
0x030e        0x0000000000000000
0x030f        0x0000001F7DEA0D91
0x0310        0x0000000000000000
0x0311        0x0000024012B60BF1
0x0312        0x0000000000000000
0x0313        0x00000DBEBB560971
0x0314        0x0000000000000000
0x0315        0x000002C1A4C20711
0x0316        0x0000000000000000
0x0317        0x00000DD54FA40621
0x0318        0x0000000000000000
0x0319        0x00000F403BDE04B1
0x031a        0x0000000000000000
0x031b        0x0000005DF73E04A1
0x031c        0x0000000000000000
0x031d        0x0000009845DE0491
0x031e        0x0000000000000000
0x031f        0x000002D11C380461
0x0320        0x0000000000000000
0x0321        0x00000DD42F820331
0x0322        0x0000000000000000
0x0323        0x000001695BA402F1
0x0324        0x0000000000000000
0x0325        0x0000000000000000
0x0326        0x0000000000000000
0x0327        0x0000022963602971
0x0328        0x0000000000000000
0x0329        0x0000000A3CAA1231
0x032a        0x0000000000000000
0x032b        0x0000024012B60BF1
0x032c        0x0000000000000000
0x032d        0x00000DBEBB560971
0x032e        0x0000000000000000
0x032f        0x00000DD54FA40621
0x0330        0x0000000000000000
0x0331        0x0000009845DE0491
0x0332        0x0000000000000000
0x0333        0x00000DD42F820331
0x0334        0x0000000000000000
0x0335        0x000002E25BD202F1
0x0336        0x0000000000000000
0x0337        0x000001695BA402F1
0x0338        0x0000000000000000
0x0339        0x0000030B7C5C0271
0x033a        0x0000000000000000
0x033b        0x000001734D820271
0x033c        0x0000000000000000
0x033d        0x0000000000000000
0x033e        0x0000000000000000
0x033f        0x0000000000000000
0x0340        0x0000000000000000
0x0341        0x0000000000000000
0x0342        0x0000000000000000
0x0343        0x00000F6F30160731
0x0344        0x0000000000000000
0x0345        0x0000003D71D20571
0x0346        0x0000000000000000
0x0347        0x00000F69419A0521
0x0348        0x0000000000000000
0x0349        0x00000DC1B02204E1
0x034a        0x0000000000000000
0x034b        0x00000FA9480004C1
0x034c        0x0000000000000000
0x034d        0x00000D95607E04B1
0x034e        0x0000000000000000
0x034f        0x00000EE96BB00491
0x0350        0x0000000000000000
0x0351        0x00000EB601BC0431
0x0352        0x0000000000000000
0x0353        0x000002D87FEA0401
0x0354        0x0000000000000000
0x0355        0x00000E4FF65C0401
0x0356        0x0000000000000000
0x0357        0x000001791C2203A1
0x0358        0x0000000000000000
0x0359        0x00000F3A5B2803A1
0x035a        0x0000000000000000
0x035b        0x0000000000000000
0x035c        0x0000000000000000
0x035d        0x00000FC5F1560AB1
0x035e        0x0000000000000000
0x035f        0x00000F7343A40971
0x0360        0x0000000000000000
0x0361        0x00000E39335605C1
0x0362        0x0000000000000000
0x0363        0x000001791A7E04F1
0x0364        0x0000000000000000
0x0365        0x000002D401B004F1
0x0366        0x0000000000000000
0x0367        0x00000D6F30A004F1
0x0368        0x0000000000000000
0x0369        0x00000D95607E04B1
0x036a        0x0000000000000000
0x036b        0x00000EE96BB00491
0x036c        0x0000000000000000
0x036d        0x00000D52851C0471
0x036e        0x0000000000000000
0x036f        0x00000EF79BA40461
0x0370        0x0000000000000000
0x0371        0x000002512A5C0441
0x0372        0x0000000000000000
0x0373        0x00000E9C8A0C03C1
0x0374        0x0000000000000000
0x0375        0x0000000000000000
0x0376        0x0000000000000000
0x0377        0x0000000000000000
0x0378        0x0000000000000000
0x0379        0x0000000B9CCC25B1
0x037a        0x0000000000000000
0x037b        0x0000009B13122461
0x037c        0x0000000000000000
0x037d        0x000000B4B31C1561
0x037e        0x0000000000000000
0x037f        0x00000F957C1614E1
0x0380        0x0000000000000000
0x0381        0x00000FB7A14A14B1
0x0382        0x0000000000000000
0x0383        0x0000031573341231
0x0384        0x0000000000000000
0x0385        0x00000FB1D06610C1
0x0386        0x0000000000000000
0x0387        0x00000D01A4500561
0x0388        0x0000000000000000
0x0389        0x00000D6F036004A1
0x038a        0x0000000000000000
0x038b        0x00000F0FD2D80491
0x038c        0x0000000000000000
0x038d        0x00000296E8AA0491
0x038e        0x0000000000000000
0x038f        0x00000DBA77EA0421
0x0390        0x0000000000000000
0x0391        0x0000000000000000
0x0392        0x0000000000000000
0x0393        0x00000FF05E443801
0x0394        0x0000000000000000
0x0395        0x0000004B92443421
0x0396        0x0000000000000000
0x0397        0x000000B4B31C1561
0x0398        0x0000000000000000
0x0399        0x00000F957C1614E1
0x039a        0x0000000000000000
0x039b        0x0000030A33121391
0x039c        0x0000000000000000
0x039d        0x00000D1B24CC05F1
